,index,name,inchikey,formula,ionization,precursormz,rank
806,806,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C11H28N4Si2,[M-H]+,255.12393,no correct formula
807,807,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C5H12N4,[M-H]+,111.11679,no correct formula
808,808,(water loss)o-cresol,QWVGKYWNOKOFNN-UHFFFAOYSA-N,C10H14Si1,[M+H]+,163.05971,no correct formula
809,809,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C9H12O2Si1,[M+H]+,181.10355,no correct formula
810,810,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C9H12O2Si1,[M+H]+,181.1041,no correct formula
811,811,(water loss)4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H14O1Si1,[M-H]+,177.06317,no correct formula
812,812,4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H16O2Si1,[M-H]+,195.15404,nan
813,813,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C15H28O2Si3,[M+H]+,325.07263,no correct formula
814,814,(water loss)4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H14O1Si1,[M-H]+,177.16244,no correct formula
815,815,"1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C12H22O3Si2,[M+H]+,271.2626,no correct formula
816,816,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C14H36N4Si3,[M-H]+,327.27103,no correct formula
817,817,stearic acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C21H44O2Si1,[M-H]+,355.30164,0
818,818,"1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C12H22O3Si2,[M-H]+,269.24829,no correct formula
819,819,epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C21H30O6Si2,[M-H]+,433.43478,no correct formula
820,820,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C11H28N4Si2,[M-H]+,255.12393,no correct formula
821,821,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C5H12N4,[M-H]+,111.11679,no correct formula
822,822,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C9H12O2Si1,[M+H]+,181.10355,no correct formula
823,823,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C9H12O2Si1,[M+H]+,181.1041,no correct formula
824,824,(water loss)4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H14O1Si1,[M-H]+,177.06317,no correct formula
825,825,4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H16O2Si1,[M-H]+,195.15404,nan
826,826,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C15H28O2Si3,[M+H]+,325.07263,no correct formula
827,827,(water loss)4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H14O1Si1,[M-H]+,177.16244,no correct formula
828,828,"1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C12H22O3Si2,[M+H]+,271.2626,no correct formula
829,829,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C14H36N4Si3,[M-H]+,327.27103,no correct formula
830,830,stearic acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C21H44O2Si1,[M-H]+,355.30164,0
831,831,"1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C12H22O3Si2,[M-H]+,269.24829,no correct formula
832,832,epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C21H30O6Si2,[M-H]+,433.43478,no correct formula
833,833,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C11H28N4Si2,[M-H]+,255.12393,no correct formula
834,834,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C5H12N4,[M-H]+,111.11679,no correct formula
835,835,(water loss)o-cresol,QWVGKYWNOKOFNN-UHFFFAOYSA-N,C10H14Si1,[M+H]+,163.05971,no correct formula
836,836,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C9H12O2Si1,[M+H]+,181.10355,no correct formula
837,837,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C9H12O2Si1,[M+H]+,181.1041,no correct formula
838,838,(water loss)4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H14O1Si1,[M-H]+,177.06317,no correct formula
839,839,4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H16O2Si1,[M-H]+,195.15404,nan
840,840,"(water loss)1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C15H28O2Si3,[M+H]+,325.07263,no correct formula
841,841,(water loss)4-methylcatechol,ZBCATMYQYDCTIZ-UHFFFAOYSA-N,C10H14O1Si1,[M-H]+,177.16244,no correct formula
842,842,"1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C12H22O3Si2,[M+H]+,271.2626,no correct formula
843,843,(water loss)agmatine,QYPPJABKJHAVHS-UHFFFAOYSA-N,C14H36N4Si3,[M-H]+,327.27103,no correct formula
844,844,stearic acid,QIQXTHQIDYTFRH-UHFFFAOYSA-N,C21H44O2Si1,[M-H]+,355.30164,0
845,845,"1,2,4-benzenetriol",GGNQRNBDZQJCCN-UHFFFAOYSA-N,C12H22O3Si2,[M-H]+,269.24829,no correct formula
846,846,epicatechin,PFTAWBLQPZVEMU-UKRRQHHQSA-N,C21H30O6Si2,[M-H]+,433.43478,no correct formula
847,847,"(water loss)butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C4H8O1,[M]+,0.0,no correct formula
848,848,(water loss)salicin,NGFMICBWJRZIBI-UJPOAAIJSA-N,C13H16O6,[M-H]+,267.10504,no correct formula
849,849,"1,2-cyclohexanedione",OILAIQUEIWYQPH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11637,no correct formula
850,850,(water loss)m-cresol,RLSSMJSEOOYNOY-UHFFFAOYSA-N,C10H14Si1,[M+H]+,163.0598,no correct formula
851,851,(water loss)glucuronic acid,IAJILQKETJEXLJ-QTBDOELSSA-N,C7H11O6N1,[M]+,205.08322,no correct formula
852,852,mandelic acid,,,[M+H]+,225.12026,no key formula
853,853,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.14766,no correct formula
854,854,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.14752,no correct formula
855,855,"5,6-dihydrouracil",OIVLITBTBDPEFK-UHFFFAOYSA-N,C10H22N2O2Si2,[M+H]+,259.24002,no correct formula
856,856,methyl L-tyrosinate,MWZPENIJLUWBSY-VIFPVBQESA-N,C13H21N1O3Si1,[M-H]+,266.18359,no correct formula
857,857,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.09595,no correct formula
858,858,(water loss)mandelic acid,,,[M-H]+,277.08981,no key formula
859,859,(water loss)mandelic acid,,,[M-H]+,277.09158,no key formula
860,860,"(water loss)1,2-cyclohexanedione",OILAIQUEIWYQPH-UHFFFAOYSA-N,C6H6O1,[M+H]+,95.08526,no correct formula
861,861,(water loss)mandelic acid,,,[M-H]+,277.19263,no key formula
862,862,salicin,NGFMICBWJRZIBI-UJPOAAIJSA-N,C19H34O7Si2,[M]+,430.08231,no correct formula
863,863,"(water loss)butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C4H8O1,[M]+,0.0,no correct formula
864,864,(water loss)salicin,NGFMICBWJRZIBI-UJPOAAIJSA-N,C13H16O6,[M-H]+,267.10504,no correct formula
865,865,"1,2-cyclohexanedione",OILAIQUEIWYQPH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11637,no correct formula
866,866,(water loss)m-cresol,RLSSMJSEOOYNOY-UHFFFAOYSA-N,C10H14Si1,[M+H]+,163.0598,no correct formula
867,867,(water loss)glucuronic acid,IAJILQKETJEXLJ-QTBDOELSSA-N,C7H11O6N1,[M]+,205.08322,no correct formula
868,868,mandelic acid,,,[M+H]+,225.12026,no key formula
869,869,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.14766,no correct formula
870,870,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.14752,no correct formula
871,871,"5,6-dihydrouracil",OIVLITBTBDPEFK-UHFFFAOYSA-N,C10H22N2O2Si2,[M+H]+,259.24002,no correct formula
872,872,methyl L-tyrosinate,MWZPENIJLUWBSY-VIFPVBQESA-N,C13H21N1O3Si1,[M-H]+,266.18359,no correct formula
873,873,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.09595,no correct formula
874,874,(water loss)mandelic acid,,,[M-H]+,277.08981,no key formula
875,875,(water loss)mandelic acid,,,[M-H]+,277.09158,no key formula
876,876,"(water loss)1,2-cyclohexanedione",OILAIQUEIWYQPH-UHFFFAOYSA-N,C6H6O1,[M+H]+,95.08526,no correct formula
877,877,(water loss)mandelic acid,,,[M-H]+,277.19263,no key formula
878,878,salicin,NGFMICBWJRZIBI-UJPOAAIJSA-N,C19H34O7Si2,[M]+,430.08231,no correct formula
879,879,"(water loss)butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C4H8O1,[M]+,0.0,no correct formula
880,880,(water loss)salicin,NGFMICBWJRZIBI-UJPOAAIJSA-N,C13H16O6,[M-H]+,267.10504,no correct formula
881,881,"1,2-cyclohexanedione",OILAIQUEIWYQPH-UHFFFAOYSA-N,C6H8O2,[M-H]+,111.11637,no correct formula
882,882,(water loss)m-cresol,RLSSMJSEOOYNOY-UHFFFAOYSA-N,C10H14Si1,[M+H]+,163.0598,no correct formula
883,883,(water loss)glucuronic acid,IAJILQKETJEXLJ-QTBDOELSSA-N,C7H11O6N1,[M]+,205.08322,no correct formula
884,884,mandelic acid,,,[M+H]+,225.12026,no key formula
885,885,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.14766,no correct formula
886,886,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.14752,no correct formula
887,887,"5,6-dihydrouracil",OIVLITBTBDPEFK-UHFFFAOYSA-N,C10H22N2O2Si2,[M+H]+,259.24002,no correct formula
888,888,methyl L-tyrosinate,MWZPENIJLUWBSY-VIFPVBQESA-N,C13H21N1O3Si1,[M-H]+,266.18359,no correct formula
889,889,"butane-2,3-diol",OWBTYPJTUOEWEK-QWWZWVQMSA-N,C7H18O2Si1,[M+H]+,163.09595,no correct formula
890,890,(water loss)mandelic acid,,,[M-H]+,277.08981,no key formula
891,891,(water loss)mandelic acid,,,[M-H]+,277.09158,no key formula
892,892,"(water loss)1,2-cyclohexanedione",OILAIQUEIWYQPH-UHFFFAOYSA-N,C6H6O1,[M+H]+,95.08526,no correct formula
893,893,(water loss)mandelic acid,,,[M-H]+,277.19263,no key formula
894,894,salicin,NGFMICBWJRZIBI-UJPOAAIJSA-N,C19H34O7Si2,[M]+,430.08231,no correct formula
895,895,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M-H]+,188.1275,no correct formula
896,896,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C4H7N1O3,[M-H]+,116.0878,nan
897,897,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H4O3,[M-H]+,111.11562,no correct formula
898,898,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H4O3,[M-H]+,111.11637,no correct formula
899,899,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M+H]+,190.12457,no correct formula
900,900,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M+H]+,190.12497,no correct formula
901,901,(water loss)2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H2O2,[M-H]+,93.06965,no correct formula
902,902,diacetone alcohol,SWXVUIWOUIDPGS-UHFFFAOYSA-N,C9H20O2Si1,[M-H]+,187.07457,no correct formula
903,903,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C8H12O3Si1,[M+H]+,185.0983,no correct formula
904,904,(water loss)2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C8H10O2Si1,[M+H]+,167.05158,0
905,905,maleamic acid,FSQQTNAZHBEJLS-UPHRSURJSA-N,C7H13N1O3Si1,[M]+,187.16832,no correct formula
906,906,(water loss)N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C4H5N1O2,[M+H]+,100.07455,no correct formula
907,907,azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C12H24O4Si1,[M-H]+,259.0993,no correct formula
908,908,DL-threo-beta-hydroxyaspartic acidÂ,YYLQUHNPNCGKJQ-LWMBPPNESA-N,C13H31N1O5Si3,[M-H]+,363.93237,no correct formula
909,909,(water loss)azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C12H22O3Si1,[M+H]+,243.2307,no correct formula
910,910,azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C15H32O4Si2,[M+H]+,333.18951,0
911,911,(water loss)(-)-Willardiine,FACUYWPMDKTVFU-BYPYZUCNSA-N,C10H15N3O3Si1,[M]+,253.19508,no correct formula
912,912,heptadecenoic acid,GDTXICBNEOEPAZ-FPLPWBNLSA-N,C20H40O2Si1,[M+H]+,341.15787,no correct formula
913,913,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C6H15O7P1Si1,[M-H]+,257.23013,no correct formula
914,914,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C15H39O7P1Si4,[M]+,474.22681,no correct formula
915,915,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C15H39O7P1Si4,[M]+,474.20572,no correct formula
916,916,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.26941,no correct formula
917,917,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C21H40O6Si3,[M+H]+,473.21521,no correct formula
918,918,heptadecenoic acid,GDTXICBNEOEPAZ-FPLPWBNLSA-N,C20H40O2Si1,[M+H]+,341.28531,3
919,919,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.32297,no correct formula
920,920,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.268,no correct formula
921,921,tocopherol beta,VLKZOEOYAKHREP-UHFFFAOYSA-N,C9H22Si1,[M]+,488.40207,no correct formula
922,922,tocopherol beta,VLKZOEOYAKHREP-UHFFFAOYSA-N,C9H22Si1,[M]+,488.4007,no correct formula
923,923,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M-H]+,188.1275,no correct formula
924,924,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C4H7N1O3,[M-H]+,116.0878,nan
925,925,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H4O3,[M-H]+,111.11562,no correct formula
926,926,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H4O3,[M-H]+,111.11637,no correct formula
927,927,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M+H]+,190.12457,no correct formula
928,928,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M+H]+,190.12497,no correct formula
929,929,(water loss)2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H2O2,[M-H]+,93.06965,no correct formula
930,930,diacetone alcohol,SWXVUIWOUIDPGS-UHFFFAOYSA-N,C9H20O2Si1,[M-H]+,187.07457,no correct formula
931,931,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C8H12O3Si1,[M+H]+,185.0983,no correct formula
932,932,(water loss)2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C8H10O2Si1,[M+H]+,167.05158,0
933,933,maleamic acid,FSQQTNAZHBEJLS-UPHRSURJSA-N,C7H13N1O3Si1,[M]+,187.16832,no correct formula
934,934,(water loss)N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C4H5N1O2,[M+H]+,100.07455,no correct formula
935,935,azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C12H24O4Si1,[M-H]+,259.0993,no correct formula
936,936,DL-threo-beta-hydroxyaspartic acidÂ,YYLQUHNPNCGKJQ-LWMBPPNESA-N,C13H31N1O5Si3,[M-H]+,363.93237,no correct formula
937,937,(water loss)azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C12H22O3Si1,[M+H]+,243.2307,no correct formula
938,938,azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C15H32O4Si2,[M+H]+,333.18951,0
939,939,(water loss)(-)-Willardiine,FACUYWPMDKTVFU-BYPYZUCNSA-N,C10H15N3O3Si1,[M]+,253.19508,no correct formula
940,940,heptadecenoic acid,GDTXICBNEOEPAZ-FPLPWBNLSA-N,C20H40O2Si1,[M+H]+,341.15787,no correct formula
941,941,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C6H15O7P1Si1,[M-H]+,257.23013,no correct formula
942,942,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C15H39O7P1Si4,[M]+,474.22681,no correct formula
943,943,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C15H39O7P1Si4,[M]+,474.20572,no correct formula
944,944,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.26941,no correct formula
945,945,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C21H40O6Si3,[M+H]+,473.21521,no correct formula
946,946,heptadecenoic acid,GDTXICBNEOEPAZ-FPLPWBNLSA-N,C20H40O2Si1,[M+H]+,341.28531,3
947,947,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.32297,no correct formula
948,948,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.268,no correct formula
949,949,tocopherol beta,VLKZOEOYAKHREP-UHFFFAOYSA-N,C9H22Si1,[M]+,488.40207,no correct formula
950,950,tocopherol beta,VLKZOEOYAKHREP-UHFFFAOYSA-N,C9H22Si1,[M]+,488.4007,no correct formula
951,951,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M-H]+,188.1275,no correct formula
952,952,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C4H7N1O3,[M-H]+,116.0878,nan
953,953,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H4O3,[M-H]+,111.11562,no correct formula
954,954,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H4O3,[M-H]+,111.11637,no correct formula
955,955,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M+H]+,190.12457,no correct formula
956,956,N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C7H15N1O3Si1,[M+H]+,190.12497,no correct formula
957,957,(water loss)2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C5H2O2,[M-H]+,93.06965,no correct formula
958,958,diacetone alcohol,SWXVUIWOUIDPGS-UHFFFAOYSA-N,C9H20O2Si1,[M-H]+,187.07457,no correct formula
959,959,2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C8H12O3Si1,[M+H]+,185.0983,no correct formula
960,960,(water loss)2-furoic acid,SMNDYUVBFMFKNZ-UHFFFAOYSA-N,C8H10O2Si1,[M+H]+,167.05158,0
961,961,maleamic acid,FSQQTNAZHBEJLS-UPHRSURJSA-N,C7H13N1O3Si1,[M]+,187.16832,no correct formula
962,962,(water loss)N-acetylglycine,OKJIRPAQVSHGFK-UHFFFAOYSA-N,C4H5N1O2,[M+H]+,100.07455,no correct formula
963,963,azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C12H24O4Si1,[M-H]+,259.0993,no correct formula
964,964,DL-threo-beta-hydroxyaspartic acidÂ,YYLQUHNPNCGKJQ-LWMBPPNESA-N,C13H31N1O5Si3,[M-H]+,363.93237,no correct formula
965,965,(water loss)azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C12H22O3Si1,[M+H]+,243.2307,no correct formula
966,966,azelaic acid,BDJRBEYXGGNYIS-UHFFFAOYSA-N,C15H32O4Si2,[M+H]+,333.18951,0
967,967,(water loss)(-)-Willardiine,FACUYWPMDKTVFU-BYPYZUCNSA-N,C10H15N3O3Si1,[M]+,253.19508,no correct formula
968,968,heptadecenoic acid,GDTXICBNEOEPAZ-FPLPWBNLSA-N,C20H40O2Si1,[M+H]+,341.15787,no correct formula
969,969,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C6H15O7P1Si1,[M-H]+,257.23013,no correct formula
970,970,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C15H39O7P1Si4,[M]+,474.22681,no correct formula
971,971,3-phosphoglyceric acid,OSJPPGNTCRNQQC-UHFFFAOYSA-N,C15H39O7P1Si4,[M]+,474.20572,no correct formula
972,972,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.26941,no correct formula
973,973,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C21H40O6Si3,[M+H]+,473.21521,no correct formula
974,974,heptadecenoic acid,GDTXICBNEOEPAZ-FPLPWBNLSA-N,C20H40O2Si1,[M+H]+,341.28531,3
975,975,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.32297,no correct formula
976,976,phenyl beta-D-glucopyranoside,NEZJDVYDSZTRFS-RMPHRYRLSA-N,C15H24O6Si1,[M-H]+,327.268,no correct formula
977,977,tocopherol beta,VLKZOEOYAKHREP-UHFFFAOYSA-N,C9H22Si1,[M]+,488.40207,no correct formula
978,978,tocopherol beta,VLKZOEOYAKHREP-UHFFFAOYSA-N,C9H22Si1,[M]+,488.4007,no correct formula
979,979,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H11N5O1Si1,[M]+,233.10072,no correct formula
980,980,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C6H3N5O1,[M-H]+,160.07863,no correct formula
981,981,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H11N5O1Si1,[M+H]+,234.13234,no correct formula
982,982,(water loss)4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C9H17N1O2Si1,[M+H]+,200.069,no correct formula
983,983,(water loss)4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C12H25N1O2Si2,[M+H]+,272.09055,no correct formula
984,984,butyraldehyde,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,C5H11O1N1,[M+H]+,102.09142,0
985,985,(water loss)L-canavanine,FSBIGDSBMBYOPN-VKHMYHEASA-N,C5H10N4O2,[M+H]+,159.14836,no correct formula
986,986,L-canavanine,FSBIGDSBMBYOPN-VKHMYHEASA-N,C5H12N4O3,[M-H]+,175.07756,no correct formula
987,987,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M-H]+,304.1366,no correct formula
988,988,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M+H]+,306.13373,no correct formula
989,989,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C12H19N5O1Si2,[M+H]+,306.13272,no correct formula
990,990,4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C9H19N1O3Si1,[M+H]+,218.04806,no correct formula
991,991,4-acetamidobutyric acid,UZTFMUBKZQVKLK-UHFFFAOYSA-N,C12H27N1O3Si2,[M-H]+,288.12271,no correct formula
992,992,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C15H27N5O1Si3,[M+H]+,378.15405,no correct formula
993,993,(water loss)D-ribose,SRBFZHDQGSBBOR-SOOFDHNKSA-N,C17H40O4Si4,[M+H]+,421.21542,no correct formula
994,994,"2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H11Br3O1Si1,[M+H]+,403.11826,no correct formula
995,995,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C12H16O7,[M+H]+,273.26294,no correct formula
996,996,"2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H11Br3O1Si1,[M+H]+,403.11771,no correct formula
997,997,(water loss)arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C12H14O6,[M-H]+,253.12219,no correct formula
998,998,isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H13N5O2Si1,[M-H]+,250.16992,no correct formula
999,999,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C18H32O7Si2,[M+H]+,417.15295,no correct formula
1000,1000,abietic acidÂ,RSWGJHLUYNHPMX-ONCXSQPRSA-N,C23H38O2Si1,[M-H]+,373.11667,no correct formula
1001,1001,arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C18H32O7Si2,[M]+,416.15729,no correct formula
1002,1002,isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C15H29N5O2Si3,[M+H]+,396.16754,0
1003,1003,(water loss)abietic acidÂ,RSWGJHLUYNHPMX-ONCXSQPRSA-N,C23H36O1Si1,[M-H]+,355.301,no correct formula
1004,1004,(water loss)arbutin,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C15H22O6Si1,[M+H]+,327.32367,no correct formula
1005,1005,"(water loss)2,4,6-tribromophenol",BSWWXRFVMJHFBN-UHFFFAOYSA-N,C9H9Br3Si1,[M-H]+,383.38623,no correct formula
1006,1006,(water loss)dehydrocholesterol,UCTLRSWJYQTBFZ-DDPQNLDTSA-N,C30H50Si1,[M-H]+,437.43164,no correct formula
1007,1007,(water loss)isoxanthopterin,GLKCOBIIZKYKFN-UHFFFAOYSA-N,C9H11N5O1Si1,[M]+,233.10072,no correct formula
